State,Area_Name,Rural_Urban_Continuum_Code_2003,Rural_Urban_Continuum_Code_2013,Urban_Influence_2003,Urban_Influence_2013,Economic_typology_2015,CENSUS_2020_POP,ESTIMATES_BASE_2020,POP_ESTIMATE_2020,POP_ESTIMATE_2021,POP_ESTIMATE_2022,N_POP_CHG_2020,N_POP_CHG_2021,N_POP_CHG_2022
CO,Colorado,,,,,,"5,773,714","5,773,733","5,784,865","5,811,297","5,839,926","11,132","26,432","28,629"
CO,Adams County,1,1,1,1,0,"519,572","519,582","520,479","523,592","527,575",897,"3,113","3,983"
CO,Alamosa County,7,7,11,11,4,"16,376","16,381","16,377","16,563","16,592",-4,186,29
CO,Arapahoe County,1,1,1,1,0,"655,070","655,058","655,207","656,557","655,808",149,"1,350",-749
CO,Archuleta County,7,7,10,10,5,"13,359","13,356","13,425","13,798","14,003",69,373,205
CO,Baca County,9,9,12,12,1,"3,506","3,510","3,482","3,487","3,432",-28,5,-55
CO,Bent County,7,7,11,12,1,"5,650","5,651","5,478","5,337","5,399",-173,-141,62
CO,Boulder County,2,2,2,2,0,"330,758","330,764","330,922","327,075","327,468",158,"-3,847",393
CO,Broomfield County,1,1,1,1,0,"74,112","74,105","74,484","75,375","76,121",379,891,746
CO,Chaffee County,7,7,11,11,5,"19,476","19,473","19,477","19,711","20,223",4,234,512
CO,Cheyenne County,9,9,12,12,1,"1,748","1,748","1,744","1,716","1,732",-4,-28,16
CO,Clear Creek County,1,1,1,1,2,"9,397","9,394","9,393","9,445","9,355",-1,52,-90
CO,Conejos County,9,9,12,12,1,"7,461","7,467","7,458","7,578","7,579",-9,120,1
CO,Costilla County,9,9,12,12,1,"3,499","3,496","3,501","3,595","3,603",5,94,8
CO,Crowley County,8,8,7,7,4,"5,922","5,919","5,694","5,731","5,614",-225,37,-117
CO,Custer County,8,8,7,7,5,"4,704","4,703","4,719","5,064","5,335",16,345,271
CO,Delta County,6,6,6,6,2,"31,196","31,199","31,051","31,383","31,602",-148,332,219
CO,Denver County,1,1,1,1,0,"715,522","715,538","717,556","711,323","713,252","2,018","-6,233","1,929"
CO,Dolores County,9,9,10,12,1,"2,326","2,326","2,332","2,370","2,455",6,38,85
CO,Douglas County,1,1,1,1,0,"357,978","357,998","360,303","369,825","375,988","2,305","9,522","6,163"
CO,Eagle County,5,5,8,8,5,"55,731","55,730","55,665","55,773","55,285",-65,108,-488
CO,Elbert County,1,1,1,1,1,"26,062","26,049","26,207","27,133","27,799",158,926,666
CO,El Paso County,2,2,2,2,0,"730,395","730,402","732,342","737,228","740,567","1,940","4,886","3,339"
CO,Fremont County,4,4,5,5,4,"48,939","48,938","48,878","49,234","49,621",-60,356,387
CO,Garfield County,5,5,9,8,2,"61,685","61,688","61,792","62,195","62,271",104,403,76
CO,Gilpin County,1,1,1,1,5,"5,808","5,810","5,824","5,899","5,891",14,75,-8
CO,Grand County,8,7,4,10,5,"15,717","15,717","15,748","15,870","15,769",31,122,-101
CO,Gunnison County,7,7,11,11,2,"16,918","16,917","16,945","17,309","17,267",28,364,-42
CO,Hinsdale County,9,9,12,12,5,788,784,788,773,775,4,-15,2
CO,Huerfano County,6,6,6,6,5,"6,820","6,816","6,827","6,922","7,082",11,95,160
CO,Jackson County,9,9,12,10,1,"1,379","1,379","1,378","1,357","1,302",-1,-21,-55
CO,Jefferson County,1,1,1,1,0,"582,910","582,902","583,050","580,926","576,143",148,"-2,124","-4,783"
CO,Kiowa County,9,9,12,12,1,"1,446","1,445","1,452","1,446","1,424",7,-6,-22
CO,Kit Carson County,7,7,11,11,1,"7,087","7,086","7,066","6,936","6,961",-20,-130,25
CO,Lake County,7,6,8,4,2,"7,436","7,428","7,404","7,397","7,327",-24,-7,-70
CO,La Plata County,6,4,5,5,5,"55,638","55,639","55,675","56,187","56,607",36,512,420
CO,Larimer County,2,2,2,2,5,"359,066","359,066","359,899","362,713","366,778",833,"2,814","4,065"
CO,Las Animas County,7,7,11,11,0,"14,555","14,557","14,482","14,318","14,327",-75,-164,9
CO,Lincoln County,8,8,4,7,4,"5,675","5,677","5,665","5,477","5,510",-12,-188,33
CO,Logan County,7,7,8,8,4,"21,528","21,527","21,204","21,122","20,823",-323,-82,-299
CO,Mesa County,3,3,2,2,0,"155,703","155,710","156,005","157,434","158,636",295,"1,429","1,202"
CO,Mineral County,9,9,12,12,5,865,865,871,929,931,6,58,2
CO,Moffat County,7,7,11,8,2,"13,292","13,291","13,264","13,155","13,177",-27,-109,22
CO,Montezuma County,6,6,6,6,0,"25,849","25,846","25,883","26,216","26,468",37,333,252
CO,Montrose County,7,4,8,5,0,"42,679","42,680","42,817","43,230","43,811",137,413,581
CO,Morgan County,6,6,3,3,3,"29,111","29,106","29,072","28,995","29,239",-34,-77,244
CO,Otero County,6,6,6,6,0,"18,690","18,692","18,667","18,536","18,303",-25,-131,-233
CO,Ouray County,9,9,10,10,5,"4,874","4,880","4,881","5,059","5,100",1,178,41
CO,Park County,1,1,1,1,5,"17,390","17,395","17,419","17,758","17,939",24,339,181
CO,Phillips County,9,9,10,10,1,"4,530","4,537","4,531","4,508","4,449",-6,-23,-59
CO,Pitkin County,7,7,9,8,5,"17,358","17,358","17,354","17,350","16,876",-4,-4,-474
CO,Prowers County,7,7,11,11,0,"11,999","11,995","12,010","11,994","11,854",15,-16,-140
CO,Pueblo County,3,3,2,2,0,"168,162","168,168","168,325","169,332","169,544",157,"1,007",212
CO,Rio Blanco County,9,9,12,10,2,"6,529","6,531","6,524","6,453","6,569",-7,-71,116
CO,Rio Grande County,7,7,11,11,0,"11,539","11,539","11,538","11,388","11,325",-1,-150,-63
CO,Routt County,7,7,11,8,5,"24,829","24,824","24,829","25,056","25,007",5,227,-49
CO,Saguache County,9,9,12,12,1,"6,368","6,372","6,393","6,505","6,623",21,112,118
CO,San Juan County,9,9,10,10,5,705,703,710,740,803,7,30,63
CO,San Miguel County,9,9,12,12,5,"8,072","8,071","8,054","8,074","8,003",-17,20,-71
CO,Sedgwick County,9,9,10,10,1,"2,404","2,402","2,390","2,331","2,295",-12,-59,-36
CO,Summit County,7,5,8,8,5,"31,055","31,052","30,994","30,971","30,565",-58,-23,-406
CO,Teller County,2,2,2,2,5,"24,710","24,711","24,747","24,939","24,857",36,192,-82
CO,Washington County,9,9,10,10,1,"4,817","4,814","4,808","4,850","4,812",-6,42,-38
CO,Weld County,3,2,2,2,0,"328,981","328,976","331,427","339,811","350,176","2,451","8,384","10,365"
CO,Yuma County,7,7,11,11,1,"9,988","9,990","9,979","9,943","9,899",-11,-36,-44
CT,Connecticut,,,,,,"3,605,944","3,605,942","3,597,362","3,623,355","3,626,205","-8,580","25,993","2,850"
CT,Fairfield County,2,2,2,2,0,"957,419",,,,,,,
CT,Hartford County,1,1,1,1,0,"899,498",,,,,,,
CT,Litchfield County,4,4,5,3,0,"185,186",,,,,,,
CT,Middlesex County,1,1,1,1,0,"164,245",,,,,,,
CT,New Haven County,2,2,2,2,0,"864,835",,,,,,,
CT,New London County,2,2,2,2,0,"268,555",,,,,,,
CT,Tolland County,1,1,1,1,4,"149,788",,,,,,,
CT,Windham County,4,2,5,2,0,"116,418",,,,,,,
CT,Capitol Planning Region,,,,,,,"976,269","973,159","980,757","981,447","-3,110","7,598",690
CT,Greater Bridgeport Planning Region,,,,,,,"325,777","324,932","327,229","327,286",-845,"2,297",57
CT,Lower Connecticut River Valley Planning Region,,,,,,,"174,221","173,927","176,095","176,622",-294,"2,168",527
CT,Naugatuck Valley Planning Region,,,,,,,"450,447","449,896","452,894","454,083",-551,"2,998","1,189"
CT,Northeastern Connecticut Planning Region,,,,,,,"95,344","95,274","95,708","96,196",-70,434,488
CT,Northwest Hills Planning Region,,,,,,,"112,456","112,269","112,974","113,234",-187,705,260
CT,South Central Connecticut Planning Region,,,,,,,"570,453","569,237","573,562","573,244","-1,216","4,325",-318
CT,Southeastern Connecticut Planning Region,,,,,,,"280,444","279,522","280,117","280,403",-922,595,286
CT,Western Connecticut Planning Region,,,,,,,"620,531","619,146","624,019","623,690","-1,385","4,873",-329
DE,Delaware,,,,,,"989,948","989,957","992,114","1,004,807","1,018,396","2,157","12,693","13,589"
DE,Kent County,3,3,2,2,4,"181,851","181,856","182,362","184,371","186,946",506,"2,009","2,575"
DE,New Castle County,1,1,1,1,0,"570,719","570,721","570,873","572,714","575,494",152,"1,841","2,780"
DE,Sussex County,4,2,5,2,5,"237,378","237,380","238,879","247,722","255,956","1,499","8,843","8,234"
DC,District of Columbia,,,,,,"689,545","689,546","670,868","668,791","671,803","-18,678","-2,077","3,012"
DC,District of Columbia,1,1,1,1,4,"689,545","689,546","670,868","668,791","671,803","-18,678","-2,077","3,012"
FL,Florida,,,,,,"21,538,187","21,538,226","21,589,602","21,828,069","22,244,823","51,376","238,467","416,754"
FL,Alachua County,3,2,2,2,4,"278,468","278,475","279,742","281,817","284,030","1,267","2,075","2,213"
FL,Baker County,1,1,1,1,4,"28,259","28,263","28,115","28,673","27,803",-148,558,-870
FL,Bay County,3,3,2,2,5,"175,216","175,204","174,506","179,498","185,134",-698,"4,992","5,636"
FL,Bradford County,6,6,6,4,0,"28,303","28,306","28,224","28,050","27,313",-82,-174,-737
FL,Brevard County,2,2,2,2,0,"606,612","606,603","608,713","617,742","630,693","2,110","9,029","12,951"
FL,Broward County,1,1,1,1,0,"1,944,375","1,944,376","1,943,266","1,935,729","1,947,026","-1,110","-7,537","11,297"
FL,Calhoun County,6,6,7,6,4,"13,648","13,644","13,703","13,514","13,464",59,-189,-50
FL,Charlotte County,3,3,2,2,5,"186,847","186,850","188,013","194,934","202,661","1,163","6,921","7,727"
FL,Citrus County,4,3,5,2,0,"153,843","153,855","154,565","158,113","162,529",710,"3,548","4,416"
FL,Clay County,1,1,1,1,0,"218,245","218,250","218,933","222,533","226,589",683,"3,600","4,056"
FL,Collier County,2,2,2,2,5,"375,752","375,760","377,293","387,241","397,994","1,533","9,948","10,753"
FL,Columbia County,6,4,5,3,4,"69,698","69,701","69,737","69,902","71,908",36,165,"2,006"
FL,DeSoto County,6,6,5,5,0,"33,976","33,975","34,087","34,340","35,312",112,253,972
FL,Dixie County,6,6,7,7,4,"16,759","16,758","16,690","16,905","17,124",-68,215,219
FL,Duval County,1,1,1,1,0,"995,567","995,560","997,604","1,002,252","1,016,536","2,044","4,648","14,284"
FL,Escambia County,2,2,2,2,0,"321,905","321,897","322,551","323,480","324,878",654,929,"1,398"
FL,Flagler County,4,2,5,2,0,"115,378","115,383","116,030","120,904","126,705",647,"4,874","5,801"
FL,Franklin County,6,6,7,6,4,"12,451","12,452","12,463","12,175","12,498",11,-288,323
FL,Gadsden County,2,2,2,2,4,"43,826","43,820","43,402","43,554","43,403",-418,152,-151
FL,Gilchrist County,3,2,2,2,4,"17,864","17,862","17,883","18,306","18,992",21,423,686
FL,Glades County,6,6,4,4,0,"12,126","12,127","12,068","12,268","12,454",-59,200,186
FL,Gulf County,6,3,6,2,4,"14,192","14,200","14,264","14,452","15,314",64,188,862
FL,Hamilton County,6,6,7,6,4,"14,004","14,006","13,733","13,082","13,217",-273,-651,135
FL,Hardee County,6,6,5,3,0,"25,327","25,326","25,331","25,307","25,645",5,-24,338
FL,Hendry County,4,4,5,3,1,"39,619","39,626","39,725","40,212","41,339",99,487,"1,127"
FL,Hernando County,1,1,1,1,0,"194,515","194,515","195,627","200,649","206,896","1,112","5,022","6,247"
FL,Highlands County,4,3,5,2,0,"101,235","101,238","101,345","103,295","105,618",107,"1,950","2,323"
FL,Hillsborough County,1,1,1,1,0,"1,459,762","1,459,773","1,466,160","1,484,455","1,513,301","6,387","18,295","28,846"
FL,Holmes County,6,6,6,6,4,"19,653","19,657","19,569","19,295","19,651",-88,-274,356
FL,Indian River County,3,3,2,2,5,"159,788","159,789","160,439","163,814","167,352",650,"3,375","3,538"
FL,Jackson County,6,6,6,6,4,"47,319","47,309","47,079","47,154","48,211",-230,75,"1,057"
FL,Jefferson County,2,2,2,2,4,"14,510","14,507","14,390","14,476","15,042",-117,86,566
FL,Lafayette County,8,9,7,12,4,"8,226","8,225","8,214","7,958","7,786",-11,-256,-172
FL,Lake County,1,1,1,1,0,"383,956","383,959","386,194","396,242","410,139","2,235","10,048","13,897"
FL,Lee County,2,2,2,2,5,"760,822","760,820","765,504","790,676","822,453","4,684","25,172","31,777"
FL,Leon County,2,2,2,2,4,"292,198","292,203","293,948","296,081","297,369","1,745","2,133","1,288"
FL,Levy County,8,6,7,6,0,"42,915","42,912","43,059","44,158","45,260",147,"1,099","1,102"
FL,Liberty County,8,8,7,7,4,"7,974","7,976","7,805","7,308","7,603",-171,-497,295
FL,Madison County,6,6,6,6,0,"17,968","17,970","17,866","18,069","18,198",-104,203,129
FL,Manatee County,2,2,2,2,5,"399,710","399,705","401,593","413,474","429,125","1,888","11,881","15,651"
FL,Marion County,2,2,2,2,0,"375,908","375,906","377,459","385,084","396,415","1,553","7,625","11,331"
FL,Martin County,2,2,2,2,5,"158,431","158,435","158,658","160,249","162,006",223,"1,591","1,757"
FL,Miami-Dade County,1,1,1,1,0,"2,701,767","2,701,762","2,695,501","2,670,421","2,673,837","-6,261","-25,080","3,416"
FL,Monroe County,4,4,3,3,5,"82,874","82,879","82,852","82,265","81,708",-27,-587,-557
FL,Nassau County,1,1,1,1,5,"90,352","90,355","91,027","94,393","97,899",672,"3,366","3,506"
FL,Okaloosa County,3,3,2,2,0,"211,668","211,664","212,071","213,647","216,482",407,"1,576","2,835"
FL,Okeechobee County,4,4,5,3,0,"39,644","39,636","39,642","40,044","40,412",6,402,368
FL,Orange County,1,1,1,1,5,"1,429,908","1,429,901","1,431,573","1,427,928","1,452,726","1,672","-3,645","24,798"
FL,Osceola County,1,1,1,1,5,"388,656","388,664","391,118","404,020","422,545","2,454","12,902","18,525"
FL,Palm Beach County,1,1,1,1,5,"1,492,191","1,492,198","1,494,173","1,503,223","1,518,477","1,975","9,050","15,254"
FL,Pasco County,1,1,1,1,0,"561,891","561,897","566,126","584,927","608,794","4,229","18,801","23,867"
FL,Pinellas County,1,1,1,1,0,"959,107","959,103","959,465","959,046","961,739",362,-419,"2,693"
FL,Polk County,2,2,2,2,0,"725,046","725,041","730,111","755,179","787,404","5,070","25,068","32,225"
FL,Putnam County,4,4,3,3,0,"73,321","73,327","73,376","74,059","74,731",49,683,672
FL,St. Johns County,1,1,1,1,5,"273,425","273,427","277,085","293,175","306,841","3,658","16,090","13,666"
FL,St. Lucie County,2,2,2,2,0,"329,226","329,227","331,428","344,283","358,704","2,201","12,855","14,421"
FL,Santa Rosa County,2,2,2,2,0,"188,000","187,991","188,989","193,783","198,268",998,"4,794","4,485"
FL,Sarasota County,2,2,2,2,5,"434,006","434,005","436,207","448,550","462,286","2,202","12,343","13,736"
FL,Seminole County,1,1,1,1,0,"470,856","470,855","471,428","471,009","478,772",573,-419,"7,763"
FL,Sumter County,4,3,3,2,4,"129,752","129,751","130,298","134,867","144,970",547,"4,569","10,103"
FL,Suwannee County,6,6,6,6,0,"43,474","43,472","43,517","44,092","45,411",45,575,"1,319"
FL,Taylor County,6,6,6,6,3,"21,796","21,800","21,739","20,786","21,283",-61,-953,497
FL,Union County,6,6,7,4,0,"16,147","16,138","15,417","15,825","15,460",-721,408,-365
FL,Volusia County,2,2,2,2,0,"553,543","553,561","555,764","565,988","579,192","2,203","10,224","13,204"
FL,Wakulla County,2,2,2,2,4,"33,764","33,766","33,895","34,274","35,178",129,379,904
FL,Walton County,6,3,6,2,5,"75,305","75,306","75,937","79,988","83,304",631,"4,051","3,316"
FL,Washington County,6,6,6,6,4,"25,318","25,322","25,313","24,877","25,414",-9,-436,537
GA,Georgia,,,,,,"10,711,908","10,711,937","10,729,828","10,788,029","10,912,876","17,891","58,201","124,847"
GA,Appling County,7,7,9,9,0,"18,444","18,440","18,366","18,411","18,428",-74,45,17
GA,Atkinson County,9,9,8,10,3,"8,286","8,289","8,311","8,358","8,183",22,47,-175
GA,Bacon County,7,7,9,9,0,"11,140","11,140","11,108","11,071","11,191",-32,-37,120
GA,Baker County,3,3,2,2,1,"2,876","2,875","2,851","2,827","2,788",-24,-24,-39
GA,Baldwin County,4,4,5,5,4,"43,799","43,795","43,794","43,671","43,635",-1,-123,-36
GA,Banks County,8,8,7,6,0,"18,035","18,037","18,082","18,538","19,328",45,456,790
GA,Barrow County,1,1,1,1,0,"83,505","83,507","83,975","86,672","89,299",468,"2,697","2,627"
GA,Bartow County,1,1,1,1,3,"108,901","108,888","109,296","110,901","112,816",408,"1,605","1,915"
GA,Ben Hill County,7,7,8,8,3,"17,194","17,195","17,168","17,152","17,069",-27,-16,-83
GA,Berrien County,6,6,6,6,0,"18,160","18,166","18,148","18,128","18,214",-18,-20,86
GA,Bibb County,3,3,2,2,0,"157,346","157,347","157,025","155,985","156,197",-322,"-1,040",212
GA,Bleckley County,6,6,6,6,4,"12,583","12,585","12,524","12,255","12,257",-61,-269,2
GA,Brantley County,3,3,2,2,0,"18,021","18,021","18,043","18,121","18,183",22,78,62
GA,Brooks County,3,3,2,2,1,"16,301","16,299","16,268","16,285","16,253",-31,17,-32
GA,Bryan County,2,2,2,2,0,"44,738","44,739","45,035","46,963","48,225",296,"1,928","1,262"
GA,Bulloch County,4,4,5,5,4,"81,099","79,647","79,918","80,637","83,059",271,719,"2,422"
GA,Burke County,2,2,2,2,0,"24,596","24,594","24,633","24,333","24,388",39,-300,55
GA,Butts County,1,1,1,1,0,"25,434","25,440","25,551","26,114","26,649",111,563,535
GA,Calhoun County,8,8,7,7,1,"5,573","5,576","5,573","5,534","5,469",-3,-39,-65
GA,Camden County,4,4,3,3,4,"54,768","54,769","54,925","55,754","57,013",156,829,"1,259"
GA,Candler County,7,7,9,9,0,"10,981","10,990","11,022","11,000","11,000",32,-22,0
GA,Carroll County,1,1,1,1,0,"119,148","119,141","119,484","121,592","124,592",343,"2,108","3,000"
GA,Catoosa County,2,2,2,2,0,"67,872","67,873","68,006","68,420","68,826",133,414,406
GA,Charlton County,6,6,4,4,0,"12,518","12,518","12,532","12,813","12,781",14,281,-32
GA,Chatham County,2,2,2,2,0,"295,291","295,280","295,064","295,656","301,107",-216,592,"5,451"
GA,Chattahoochee County,2,2,2,2,0,"9,565","9,568","9,481","9,044","8,819",-87,-437,-225
GA,Chattooga County,6,6,5,5,3,"24,965","24,969","24,922","24,828","24,936",-47,-94,108
GA,Cherokee County,1,1,1,1,0,"266,620","266,625","268,175","274,839","281,278","1,550","6,664","6,439"
GA,Clarke County,3,3,2,2,4,"128,671","128,671","128,550","129,185","129,875",-121,635,690
GA,Clay County,9,9,12,12,4,"2,848","2,847","2,830","2,859","2,845",-17,29,-14
GA,Clayton County,1,1,1,1,0,"297,595","297,608","297,623","297,318","296,564",15,-305,-754
GA,Clinch County,6,6,6,7,3,"6,749","6,746","6,725","6,698","6,662",-21,-27,-36
GA,Cobb County,1,1,1,1,0,"766,149","766,160","766,374","766,691","771,952",214,317,"5,261"
GA,Coffee County,7,7,8,8,0,"43,092","43,088","43,052","42,997","43,172",-36,-55,175
GA,Colquitt County,6,6,5,5,0,"45,898","45,902","45,900","45,757","45,762",-2,-143,5
GA,Columbia County,2,2,2,2,0,"156,010","156,010","156,849","159,636","162,419",839,"2,787","2,783"
GA,Cook County,6,6,6,6,0,"17,229","17,230","17,234","17,266","17,404",4,32,138
GA,Coweta County,1,1,1,1,0,"146,158","146,154","146,725","149,925","152,882",571,"3,200","2,957"
GA,Crawford County,3,3,2,2,0,"12,130","12,130","12,103","12,139","12,140",-27,36,1
GA,Crisp County,6,6,5,5,0,"20,128","20,127","20,050","20,024","19,708",-77,-26,-316
GA,Dade County,2,2,2,2,0,"16,251","16,246","16,235","16,230","16,081",-11,-5,-149
GA,Dawson County,1,1,1,1,5,"26,798","26,796","27,056","28,475","30,138",260,"1,419","1,663"
GA,Decatur County,6,6,5,5,0,"29,367","29,369","29,324","29,045","28,982",-45,-279,-63
GA,DeKalb County,1,1,1,1,0,"764,382","764,386","764,420","759,231","762,820",34,"-5,189","3,589"
GA,Dodge County,7,6,9,6,4,"19,925","19,929","19,874","19,675","19,802",-55,-199,127
GA,Dooly County,6,6,6,6,3,"11,208","11,212","11,165","10,881","10,572",-47,-284,-309
GA,Dougherty County,3,3,2,2,4,"85,790","85,790","85,153","82,267","82,966",-637,"-2,886",699
GA,Douglas County,1,1,1,1,0,"144,237","144,227","144,552","145,628","147,316",325,"1,076","1,688"
GA,Early County,6,6,6,6,3,"10,854","10,855","10,799","10,651","10,574",-56,-148,-77
GA,Echols County,3,3,2,2,0,"3,697","3,703","3,720","3,708","3,686",17,-12,-22
GA,Effingham County,2,2,2,2,3,"64,769","64,768","65,158","66,746","69,041",390,"1,588","2,295"
GA,Elbert County,6,6,6,6,3,"19,637","19,638","19,667","19,554","19,814",29,-113,260
GA,Emanuel County,7,7,9,9,3,"22,768","22,769","22,887","22,887","22,929",118,0,42
GA,Evans County,6,6,7,6,3,"10,774","10,772","10,790","10,711","10,695",18,-79,-16
GA,Fannin County,8,8,4,4,5,"25,319","25,319","25,434","25,763","25,737",115,329,-26
GA,Fayette County,1,1,1,1,0,"119,194","119,186","119,483","120,681","122,030",297,"1,198","1,349"
GA,Floyd County,3,3,2,2,0,"98,584","98,586","98,575","98,499","99,443",-11,-76,944
GA,Forsyth County,1,1,1,1,0,"251,283","251,283","252,878","260,721","267,237","1,595","7,843","6,516"
GA,Franklin County,8,8,7,6,0,"23,424","23,424","23,468","23,503","24,128",44,35,625
GA,Fulton County,1,1,1,1,0,"1,066,710","1,066,702","1,069,370","1,062,531","1,074,634","2,668","-6,839","12,103"
GA,Gilmer County,6,6,4,4,5,"31,353","31,354","31,428","32,090","32,407",74,662,317
GA,Glascock County,9,9,12,12,0,"2,884","2,882","2,894","2,906","2,939",12,12,33
GA,Glynn County,3,3,2,2,4,"84,499","84,497","84,471","84,705","85,079",-26,234,374
GA,Gordon County,6,4,5,3,3,"57,544","57,543","57,716","58,253","58,954",173,537,701
GA,Grady County,6,6,6,6,0,"26,236","26,237","26,222","25,879","26,008",-15,-343,129
GA,Greene County,6,6,6,4,5,"18,915","18,907","19,021","19,553","20,139",114,532,586
GA,Gwinnett County,1,1,1,1,0,"957,062","957,027","958,005","965,145","975,353",978,"7,140","10,208"
GA,Habersham County,6,6,5,5,3,"46,031","46,033","46,138","46,740","47,475",105,602,735
GA,Hall County,3,3,2,2,3,"203,136","203,166","203,735","207,393","212,692",569,"3,658","5,299"
GA,Hancock County,7,7,8,8,4,"8,735","8,733","8,708","8,664","8,387",-25,-44,-277
GA,Haralson County,1,1,1,1,3,"29,919","29,920","30,037","30,579","31,337",117,542,758
GA,Harris County,2,2,2,2,5,"34,668","34,669","34,896","35,605","36,276",227,709,671
GA,Hart County,6,6,6,6,0,"25,828","25,824","25,871","26,340","26,909",47,469,569
GA,Heard County,1,1,1,1,0,"11,412","11,414","11,448","11,529","11,725",34,81,196
GA,Henry County,1,1,1,1,0,"240,712","240,719","241,848","245,023","248,364","1,129","3,175","3,341"
GA,Houston County,3,3,2,2,4,"163,633","163,641","164,343","167,156","169,631",702,"2,813","2,475"
GA,Irwin County,7,7,8,9,1,"9,666","9,667","9,650","9,375","9,126",-17,-275,-249
GA,Jackson County,6,4,6,3,3,"75,907","75,904","76,717","80,317","83,936",813,"3,600","3,619"
GA,Jasper County,1,1,1,1,0,"14,588","14,595","14,666","15,259","15,951",71,593,692
GA,Jeff Davis County,7,7,9,9,3,"14,779","14,778","14,799","14,848","14,889",21,49,41
GA,Jefferson County,6,6,6,7,0,"15,709","15,714","15,678","15,494","15,314",-36,-184,-180
GA,Jenkins County,6,6,6,6,0,"8,674","8,678","8,666","8,776","8,689",-12,110,-87
GA,Johnson County,9,7,8,8,4,"9,189","9,192","9,186","9,034","9,242",-6,-152,208
GA,Jones County,3,3,2,2,0,"28,347","28,351","28,397","28,409","28,472",46,12,63
GA,Lamar County,1,1,1,1,4,"18,500","18,500","18,551","18,684","19,467",51,133,783
GA,Lanier County,3,3,2,2,0,"9,877","9,880","9,926","10,052","10,171",46,126,119
GA,Laurens County,6,5,5,8,4,"49,570","49,581","49,544","49,527","49,660",-37,-17,133
GA,Lee County,3,3,2,2,0,"33,163","33,162","33,215","33,194","33,642",53,-21,448
GA,Liberty County,3,3,2,2,4,"65,256","65,274","65,317","66,844","68,030",43,"1,527","1,186"
GA,Lincoln County,8,2,7,2,5,"7,690","7,688","7,701","7,750","7,841",13,49,91
GA,Long County,3,3,2,2,0,"16,168","16,158","16,269","17,089","18,348",111,820,"1,259"
GA,Lowndes County,3,3,2,2,0,"118,251","118,249","118,415","118,914","119,739",166,499,825
