fid,state
4785,FL
4786,FL
4787,FL
4788,FL
4789,FL
4790,FL
4791,FL
4792,FL
4793,FL
4794,FL
4795,FL
4796,FL
4797,FL
4798,FL
4799,FL
4800,FL
4801,FL
4802,FL
4803,FL
4804,FL
4805,FL
4806,FL
4807,FL
4808,FL
4809,FL
4810,FL
4811,FL
4812,FL
4813,FL
4814,FL
4815,FL
4816,FL
4817,FL
4818,FL
4819,FL
4820,FL
4821,FL
4822,FL
4823,FL
4824,FL
4825,FL
4826,FL
4827,FL
4828,FL
4829,FL
4830,FL
4831,FL
4832,FL
4833,FL
4834,FL
4835,FL
4836,FL
4837,FL
4838,FL
4839,FL
4840,FL
4841,FL
4842,FL
4843,FL
4844,FL
4845,FL
4846,FL
4847,FL
4848,FL
4849,FL
4850,FL
4851,FL
4852,FL
4853,FL
4854,FL
4855,FL
4856,FL
4857,FL
4858,FL
4859,FL
4860,FL
4861,FL
4862,FL
4863,FL
4864,FL
4865,FL
4866,FL
4867,FL
4868,FL
4869,FL
4870,FL
4871,FL
4872,FL
4873,FL
4874,FL
4875,FL
4876,FL
4877,FL
4878,FL
4879,FL
4880,FL
4881,FL
4882,FL
4883,FL
4884,FL
4885,FL
4886,FL
4887,FL
4888,FL
4889,FL
4890,FL
4891,FL
4892,FL
4893,FL
4894,FL
4895,FL
4896,FL
4897,FL
4898,FL
4899,FL
4900,FL
4901,FL
4902,FL
4903,FL
4904,FL
4905,FL
4906,FL
4907,FL
4908,FL
4909,FL
4910,FL
4911,FL
4912,FL
4913,FL
4914,FL
4915,FL
4916,FL
4917,FL
4918,FL
4919,FL
4920,FL
4921,FL
4922,FL
4923,FL
4924,FL
4925,FL
4926,FL
4927,FL
4928,FL
4929,FL
4930,FL
4931,FL
4932,FL
4933,FL
4934,FL
4935,FL
4936,FL
4937,FL
4938,FL
4939,FL
4940,FL
4941,FL
4942,FL
4943,FL
4944,FL
4945,FL
4946,FL
4947,FL
4948,FL
4949,FL
4950,FL
4951,FL
4952,FL
4953,FL
4954,FL
4955,FL
4956,FL
4957,FL
4958,FL
4959,FL
4960,FL
4961,FL
4962,FL
4963,FL
4964,FL
4965,FL
4966,FL
4967,FL
4968,FL
4969,FL
4970,FL
4971,FL
4972,FL
4973,FL
4974,FL
4975,FL
4976,FL
4977,FL
4978,FL
4979,FL
4980,FL
4981,FL
4982,FL
4983,FL
4984,FL
4985,FL
4986,FL
4987,FL
4988,FL
4989,FL
4990,FL
4991,FL
4992,FL
4993,FL
4994,FL
4995,FL
4996,FL
4997,FL
4998,FL
4999,FL
5000,FL
5001,FL
5002,FL
5003,FL
5004,FL
5005,FL
5006,FL
5007,FL
5008,FL
5009,FL
5010,FL
5011,FL
5012,FL
5013,FL
5014,FL
5015,FL
5016,FL
5017,FL
5018,FL
5019,FL
5020,FL
5021,FL
5022,FL
5023,FL
5024,FL
5025,FL
5026,FL
5027,FL
5028,FL
5029,FL
5030,FL
5031,FL
5032,FL
5033,FL
5034,FL
5035,FL
5036,FL
5037,FL
5038,FL
5039,FL
5040,FL
5041,FL
5042,FL
5043,FL
5044,FL
5045,FL
5046,FL
5047,FL
5048,FL
5049,FL
5050,FL
5051,FL
5052,FL
5053,FL
5054,FL
5055,FL
5056,FL
5057,FL
5058,FL
5059,FL
5060,FL
5061,FL
5062,FL
5063,FL
5064,FL
5065,FL
5066,FL
5067,FL
5068,FL
5069,FL
5070,FL
5071,FL
5072,FL
5073,FL
5074,FL
5075,FL
5076,FL
5077,FL
5078,FL
5079,FL
5080,FL
5081,FL
5082,FL
5083,FL
5084,FL
5085,FL
5086,FL
5087,FL
5088,FL
5089,FL
5090,FL
5091,FL
5092,FL
5093,FL
5094,FL
5095,FL
5096,FL
5097,FL
5098,FL
5099,FL
5100,FL
5101,FL
5102,FL
5103,FL
5104,FL
5105,FL
5106,FL
5107,FL
5108,FL
5109,FL
5110,FL
5111,FL
5112,FL
5113,FL
5114,FL
5115,FL
5116,FL
5117,FL
5118,FL
5119,FL
5120,FL
5121,FL
5122,FL
5123,FL
5124,FL
5125,FL
5126,FL
5127,FL
5128,FL
5129,FL
5130,FL
5131,FL
5132,FL
5133,FL
5134,FL
5135,FL
5136,FL
5137,FL
5138,FL
5139,FL
5140,FL
5141,FL
5142,FL
5143,FL
5144,FL
5145,FL
5146,FL
5147,FL
5148,FL
5149,FL
5150,FL
5151,FL
5152,FL
5153,FL
5154,FL
5155,FL
5156,FL
5157,FL
5158,FL
5159,FL
5160,FL
5161,FL
5162,FL
5163,FL
5164,FL
5165,FL
5166,FL
5167,FL
5168,FL
5169,FL
5170,FL
5171,FL
5172,FL
5173,FL
5174,FL
5175,FL
5176,FL
5177,FL
5178,FL
5179,FL
5180,FL
5181,FL
5182,FL
5183,FL
5184,FL
5185,FL
5186,FL
5187,FL
5188,FL
5189,FL
5190,FL
5191,FL
5192,FL
5193,FL
5194,FL
5195,FL
5196,FL
5197,FL
5198,FL
5199,FL
5200,FL
5201,FL
5202,FL
5203,FL
5204,FL
5205,FL
5206,FL
5207,FL
5208,FL
5209,FL
5210,FL
5211,FL
5212,FL
5213,FL
5214,FL
5215,FL
5216,FL
5217,FL
5218,AL
5219,AL
5220,AL
5221,AL
5222,AL
5223,AL
5224,AL
5225,AL
5226,AL
5227,AL
5228,AL
5229,AL
5230,AL
5231,AL
5232,AL
5233,AL
5234,AL
5235,AL
5236,AL
5237,AL
5238,AL
5239,AL
5240,AL
5241,AL
5242,AL
5243,AL
5244,AL
5245,AL
5246,AL
5247,AL
5248,AL
5249,AL
5250,AL
5251,AL
5252,AL
5253,AL
5254,AL
5255,AL
5256,AL
5257,AL
5258,AL
5259,AL
5260,AL
5261,AL
5262,AL
5263,AL
5264,AL
5265,AL
5266,AL
5267,AL
5268,AL
5269,AL
5270,AL
5271,AL
5272,AL
5273,AL
5274,AL
5275,AL
5276,AL
5277,AL
5278,AL
5279,AL
5280,AL
5281,AL
5282,AL
5283,AL
5284,AL
5285,AL
5286,AL
5287,AL
5288,AL
5289,AL
5290,AL
5291,AL
5292,AL
5293,AL
5294,AL
5295,AL
5296,AL
5297,AL
5298,AL
5299,AL
5300,AL
5301,AL
5302,AL
5303,AL
5304,AL
5305,AL
5306,AL
5307,AL
5308,AL
5309,AL
5310,AL
5311,AL
5312,AL
5313,AL
5314,AL
5315,AL
5316,AL
5317,AL
5318,AL
5319,AL
5320,AL
5321,AL
5322,AL
5323,AL
5324,AL
5325,AL
5326,AL
5327,AL
5328,AL
5329,AL
5330,AL
5331,AL
5332,AL
5333,AL
5334,AL
5335,AL
5336,AL
5337,AL
5338,AL
5339,AL
5340,AL
5341,AL
5342,AL
5343,AL
5344,AL
5345,AL
5346,AL
5347,AL
5348,AL
5349,AL
5350,AL
5351,AL
5352,AL
5353,AL
5354,AL
5355,AL
5356,MS
5357,AL
5358,MS
5359,AL
5360,MS
5361,AL
5362,MS
5363,MS
5364,MS
5365,MS
5366,AL
5367,MS
5368,MS
5369,MS
5370,MS
5371,MS
5372,AL
5373,MS
5374,MS
5375,MS
5376,MS
5377,MS
5378,AL
5379,AL
5380,AL
5381,AL
5382,AL
5383,MS
5384,AL
5385,AL
5386,MS
5387,AL
5388,AL
5389,AL
5390,AL
5391,AL
5392,AL
5393,AL
5394,MS
5395,MS
5396,MS
5397,MS
5398,MS
5399,MS
5400,MS
5401,MS
5402,MS
5403,AL
5404,AL
5405,TN
5406,TN
5407,TN
5408,AL
5409,TN
5410,TN
5411,MS
5412,TN
5413,TN
5414,TN
5415,TN
5416,TN
5417,TN
5418,TN
5419,TN
5420,TN
5421,AL
5422,AL
5423,AL
5424,AL
5425,AL
5426,AL
5427,AL
5428,AL
5429,AL
5430,AL
5431,AL
5432,MS
5433,AL
5434,AL
5435,AL
5436,AL
5437,AL
5438,AL
5439,AL
5440,AL
5441,AL
5442,AL
5443,AL
5444,AL
5445,AL
5446,AL
5447,AL
5448,AL
5449,AL
5450,AL
5451,AL
5452,AL
5453,AL
5454,AL
5455,AL
5456,MS
5457,AL
5458,AL
5459,MS
5460,AL
5461,AL
5462,AL
5463,MS
5464,AL
5465,MS
5466,MS
5467,MS
5468,MS
5469,MS
5470,MS
5471,MS
5472,MS
5473,MS
5474,MS
5475,MS
5476,MS
5477,MS
5478,MS
5479,MS
5480,TN
5481,TN
5482,TN
5483,TN
5484,TN
5485,TN
5486,TN
5487,TN
5488,TN
5489,TN
5490,TN
5491,TN
5492,TN
5493,TN
5494,KY
5495,KY
5496,TN
5497,KY
5498,TN
5499,TN
5500,TN
5501,KY
5502,TN
5503,TN
5504,TN
5505,TN
5506,TN
5507,TN
5508,TN
5509,TN
5510,TN
5511,TN
5512,TN
5513,TN
5514,TN
5515,TN
5516,TN
5517,TN
5518,TN
5519,TN
5520,TN
5521,TN
5522,TN
5523,TN
5524,TN
5525,TN
5526,TN
5527,TN
5528,TN
5529,TN
5530,TN
5531,TN
5532,TN
5533,TN
5534,TN
5535,TN
5536,TN
5537,TN
5538,TN
5539,TN
5540,TN
5541,TN
5542,TN
5543,TN
5544,TN
5545,TN
5546,TN
5547,TN
5548,TN
5549,TN
5550,TN
5551,TN
5552,TN
5553,TN
5554,TN
5555,TN
5556,TN
5557,TN
5558,TN
5559,TN
5560,TN
5561,TN
5562,TN
5563,TN
5564,TN
5565,TN
5566,TN
5567,TN
5568,TN
5569,TN
5570,TN
5571,TN
5572,TN
5573,TN
5574,TN
5575,TN
5576,TN
5577,KY
5578,TN
5579,KY
5580,TN
5581,TN
5582,TN
5583,TN
5584,KY
5585,TN
5586,TN
5587,KY
5588,KY
5589,KY
5590,KY
5591,TN
5592,KY
5593,KY
5594,KY
5595,KY
5596,TN
5597,TN
5598,TN
5599,TN
5600,TN
5601,TN
5602,TN
5603,TN
5604,KY
5605,TN
5606,TN
5607,KY
5608,TN
5609,TN
5610,TN
5611,TN
5612,TN
5613,KY
5614,KY
5615,KY
5616,TN
5617,TN
5618,TN
5619,TN
5620,TN
5621,TN
5622,KY
5623,KY
5624,KY
5625,KY
5626,KY
5627,KY
5628,KY
5629,KY
5630,KY
5631,KY
5632,TN
5633,TN
5634,TN
5635,TN
5636,TN
5637,TN
5638,TN
5639,TN
5640,TN
5641,TN
5642,TN
5643,TN
5644,TN
5645,TN
5646,TN
5647,TN
5648,TN
5649,TN
5650,TN
5651,TN
5652,TN
5653,TN
5654,TN
5655,TN
5656,TN
5657,TN
5658,TN
5659,TN
5660,TN
5661,TN
5662,TN
5663,TN
5664,TN
5665,TN
5666,TN
5667,TN
5668,TN
5669,TN
5670,TN
5671,TN
5672,TN
5673,TN
5674,KY
5675,TN
5676,KY
5677,KY
5678,KY
5679,KY
5680,KY
5681,KY
5682,TN
5683,TN
5684,TN
5685,TN
5686,TN
5687,TN
5688,TN
5689,TN
5690,TN
5691,TN
5692,TN
5693,TN
5694,TN
5695,TN
5696,TN
5697,TN
5698,TN
5699,TN
5700,TN
5701,TN
5702,TN
5703,TN
5704,TN
5705,TN
5706,TN
5707,TN
5708,TN
5709,TN
5710,TN
5711,TN
5712,TN
5713,TN
5714,TN
5715,TN
5716,TN
5717,TN
5718,TN
5719,TN
5720,TN
5721,TN
5722,TN
5723,TN
5724,TN
5725,TN
5726,MS
5727,MS
5728,AR
5729,AR
5730,AR
5731,TN
5732,TN
5733,TN
5734,TN
5735,MS
5736,TN
5737,TN
5738,TN
5739,MS
5740,TN
5741,TN
5742,TN
5743,TN
5744,MO
5745,MO
5746,MO
5747,KY
5748,MO
5749,AR
5750,MS
5751,TN
5752,MO
5753,MO
5754,MO
5755,MO
5756,MO
5757,TN
5758,TN
5759,TN
5760,TN
5761,AR
5762,AR
5763,TN
5764,TN
5765,AR
5766,TN
5767,TN
5768,TN
5769,MS
5770,MS
5771,MS
5772,MS
5773,KY
5774,KY
5775,KY
5776,KY
5777,IL
5778,KY
5779,KY
5780,KY
5781,KY
5782,KY
5783,MS
5784,MS
5785,MS
5786,MS
5787,MS
5788,MS
5789,MS
5790,MS
5791,MS
5792,AR
5793,MS
5794,MS
5795,MS
5796,MS
5797,MS
5798,MS
5799,MS
5800,MS
5801,MS
5802,AR
5803,MS
5804,MS
5805,AR
5806,AR
5807,AR
5808,MS
5809,MS
5810,LA
5811,MS
5812,AR
5813,MS
5814,AR
5815,MS
5816,MS
5817,LA
5818,AR
5819,MS
5820,AR
5821,MS
5822,LA
5823,AR
5824,LA
5825,MS
5826,MS
5827,MS
5828,MS
5829,MS
5830,MS
5831,MS
5832,MS
5833,MS
5834,AR
5835,AR
5836,AR
5837,MS
5838,MS
5839,AR
5840,AR
5841,MS
5842,MS
5843,MS
5844,MS
5845,MS
5846,MS
5847,MS
5848,MS
5849,MS
5850,MS
5851,MS
5852,MS
5853,MS
5854,MS
5855,MS
5856,MS
5857,MS
5858,MS
5859,MS
5860,LA
5861,MS
5862,MS
5863,MS
5864,MS
5865,MS
5866,MS
5867,LA
5868,LA
5869,MS
5870,MS
5871,MS
5872,LA
5873,LA
5874,LA
5875,LA
5876,LA
5877,LA
5878,LA
5879,LA
5880,LA
5881,LA
5882,MS
5883,MS
5884,MS
5885,LA
5886,LA
5887,MS
5888,MS
5889,MS
5890,MS
5891,MS
5892,MS
5893,MS
5894,MS
5895,MS
5896,MS
5897,MS
5898,MS
5899,MS
5900,MS
5901,LA
5902,LA
5903,MS
5904,MS
5905,LA
5906,LA
5907,LA
5908,LA
5909,LA
5910,LA
5911,LA
5912,LA
5913,LA
5914,LA
5915,LA
5916,LA
5917,LA
5918,LA
5919,MS
5920,MS
5921,LA
5922,MS
5923,MS
5924,MS
5925,LA
5926,LA
5927,LA
5928,LA
5929,LA
5930,LA
5931,LA
5932,LA
5933,LA
5934,LA
5935,LA
5936,LA
5937,LA
5938,LA
5939,LA
5940,LA
5941,LA
5942,LA
5943,LA
5944,LA
5945,LA
5946,LA
5947,LA
5948,LA
5949,LA
5950,LA
5951,LA
5952,LA
5953,LA
5954,LA
5955,LA
5956,KY
5957,KY
5958,KY
5959,KY
5960,KY
5961,KY
5962,KY
5963,KY
5964,KY
5965,KY
5966,KY
5967,KY
5968,KY
5969,KY
5970,KY
5971,KY
5972,KY
5973,KY
5974,KY
5975,KY
5976,KY
5977,KY
5978,KY
5979,KY
5980,KY
5981,KY
5982,KY
5983,KY
5984,KY
5985,KY
5986,KY
5987,KY
5988,KY
5989,KY
5990,KY
5991,KY
5992,KY
5993,KY
5994,KY
5995,KY
5996,KY
5997,KY
5998,KY
5999,KY
6000,KY
6001,KY
6002,KY
6003,IN
6004,IN
6005,KY
6006,KY
6007,IN
6008,KY
6009,IN
6010,IN
6011,IN
6012,KY
6013,KY
6014,IN
6015,KY
6016,KY
6017,KY
6018,KY
6019,KY
6020,KY
6021,KY
6022,KY
6023,KY
6024,KY
6025,KY
6026,KY
6027,KY
6028,KY
6029,KY
6030,KY
6031,KY
6032,KY
6033,KY
6034,KY
6035,KY
6036,KY
6037,IN
6038,IN
6039,IN
6040,KY
6041,KY
6042,KY
6043,KY
6044,KY
6045,KY
6046,IN
6047,IN
6048,IN
6049,IN
6050,KY
6051,KY
6052,KY
6053,KY
6054,KY
6055,IN
6056,IN
6057,IN
6058,KY
6059,IN
6060,KY
6061,IN
6062,KY
6063,KY
6064,KY
6065,KY
6066,KY
6067,KY
6068,IN
6069,KY
6070,KY
6071,KY
6072,KY
6073,KY
6074,KY
6075,KY
6076,KY
6077,KY
6078,KY
6079,KY
6080,KY
6081,KY
6082,KY
6083,IN
6084,KY
6085,KY
6086,IN
6087,IN
6088,KY
6089,KY
6090,KY
6091,KY
6092,KY
6093,KY
6094,KY
6095,KY
6096,KY
6097,KY
6098,KY
6099,KY
6100,KY
6101,OH
6102,KY
6103,KY
6104,KY
6105,KY
6106,KY
6107,KY
6108,KY
6109,KY
6110,KY
6111,KY
6112,KY
6113,KY
6114,KY
6115,KY
6116,KY
6117,KY
6118,KY
6119,KY
6120,KY
6121,KY
6122,KY
6123,KY
6124,KY
6125,KY
6126,KY
6127,OH
6128,KY
6129,KY
6130,KY
6131,KY
6132,KY
6133,KY
6134,KY
6135,KY
6136,OH
6137,KY
6138,KY
6139,OH
6140,OH
6141,KY
6142,OH
6143,KY
6144,KY
6145,KY
6146,KY
6147,OH
6148,KY
6149,OH
6150,OH
6151,KY
6152,OH
6153,OH
6154,OH
6155,OH
6156,OH
6157,OH
6158,OH
6159,OH
6160,OH
6161,OH
6162,KY
6163,IN
6164,IN
6165,OH
6166,OH
6167,OH
6168,OH
6169,IN
6170,KY
6171,OH
6172,OH
6173,OH
6174,OH
6175,OH
6176,OH
6177,OH
6178,OH
6179,OH
6180,OH
6181,OH
6182,OH
6183,OH
6184,OH
6185,IN
6186,OH
6187,OH
6188,OH
6189,OH
6190,MO
6191,IL
6192,IL
6193,KY
6194,IL
6195,IL
6196,IL
6197,MO
6198,MO
6199,IL
6200,IL
6201,IL
6202,KY
6203,IL
6204,IL
6205,KY
6206,KY
6207,KY
6208,IL
6209,IL
6210,IN
6211,IN
6212,KY
6213,KY
6214,IN
6215,IN
6216,IN
6217,IN
6218,IN
6219,IN
6220,IN
6221,IN
6222,IN
6223,IN
6224,IN
6225,IN
6226,IN
6227,IL
6228,OH
6229,OH
6230,OH
6231,OH
6232,OH
6233,OH
6234,OH
6235,OH
6236,OH
6237,OH
6238,OH
6239,OH
6240,OH
6241,OH
6242,OH
6243,OH
6244,OH
6245,OH
6246,OH
6247,OH
6248,OH
6249,OH
6250,OH
6251,OH
6252,OH
6253,OH
6254,OH
6255,OH
6256,OH
6257,OH
6258,OH
6259,OH
6260,OH
6261,OH
6262,OH
6263,OH
6264,OH
6265,OH
6266,OH
6267,OH
6268,OH
6269,OH
6270,OH
6271,OH
6272,OH
6273,OH
6274,OH
6275,OH
6276,OH
6277,OH
6278,OH
6279,OH
6280,OH
6281,OH
6282,OH
6283,OH
6284,OH
6285,OH
6286,OH
6287,OH
6288,OH
6289,OH
6290,OH
6291,OH
6292,OH
6293,OH
6294,OH
6295,OH
6296,OH
6297,OH
6298,OH
6299,OH
6300,OH
6301,OH
6302,OH
6303,OH
6304,OH
6305,OH
6306,OH
6307,OH
6308,OH
6309,OH
6310,OH
6311,OH
6312,OH
6313,OH
6314,OH
6315,OH
6316,OH
6317,OH
6318,OH
6319,OH
6320,OH
6321,OH
6322,OH
6323,OH
6324,OH
6325,OH
6326,OH
6327,OH
6328,OH
6329,OH
6330,OH
6331,OH
6332,OH
6333,OH
6334,OH
6335,OH
6336,OH
6337,OH
6338,OH
6339,OH
6340,OH
6341,OH
6342,OH
6343,OH
6344,OH
6345,OH
6346,OH
6347,OH
6348,OH
6349,OH
6350,OH
6351,OH
6352,OH
6353,OH
6354,OH
6355,OH
6356,OH
6357,OH
6358,OH
6359,OH
6360,OH
6361,OH
6362,OH
6363,OH
6364,OH
6365,OH
6366,OH
6367,OH
6368,OH
6369,OH
6370,OH
6371,OH
6372,OH
6373,OH
6374,OH
6375,OH
6376,OH
6377,OH
6378,OH
6379,OH
6380,OH
6381,OH
6382,OH
6383,OH
6384,OH
6385,OH
6386,OH
6387,OH
6388,OH
6389,OH
6390,OH
6391,OH
6392,OH
6393,OH
6394,OH
6395,OH
6396,OH
6397,OH
6398,OH
6399,OH
6400,OH
6401,OH
6402,OH
6403,OH
6404,OH
6405,OH
6406,OH
6407,OH
6408,OH
6409,OH
6410,OH
6411,OH
6412,OH
6413,OH
6414,OH
6415,OH
6416,OH
6417,OH
6418,OH
6419,OH
6420,OH
6421,OH
6422,OH
6423,OH
6424,OH
6425,OH
6426,OH
6427,OH
6428,OH
6429,OH
6430,OH
6431,OH
6432,OH
6433,OH
6434,OH
6435,OH
6436,OH
6437,OH
6438,OH
6439,OH
6440,OH
6441,OH
6442,OH
6443,OH
6444,OH
6445,OH
6446,OH
6447,OH
6448,OH
6449,OH
6450,OH
6451,OH
6452,OH
6453,OH
6454,OH
6455,OH
6456,OH
6457,OH
6458,OH
6459,OH
6460,OH
6461,OH
6462,OH
6463,OH
6464,OH
6465,OH
6466,OH
6467,OH
6468,OH
6469,OH
6470,OH
6471,OH
6472,OH
6473,OH
6474,OH
6475,OH
6476,OH
6477,OH
6478,OH
6479,OH
6480,OH
6481,OH
6482,OH
6483,OH
6484,MI
6485,IN
6486,MI
6487,OH
6488,IN
6489,MI
6490,OH
6491,MI
6492,IN
6493,IN
6494,MI
6495,MI
6496,MI
6497,OH
6498,MI
6499,IN
6500,OH
6501,MI
6502,MI
6503,IN
6504,OH
6505,OH
6506,OH
6507,MI
6508,MI
6509,IN
6510,IN
6511,IN
6512,IN
6513,IN
6514,OH
6515,OH
6516,IN
6517,IN
6518,IN
6519,IN
6520,IN
6521,IN
6522,IN
6523,MI
6524,IN
6525,IN
6526,IN
6527,IN
6528,IN
6529,OH
6530,OH
6531,OH
6532,OH
6533,OH
6534,OH
6535,OH
6536,OH
6537,OH
6538,OH
6539,OH
6540,OH
6541,OH
6542,OH
6543,OH
6544,OH
6545,OH
6546,OH
6547,OH
6548,OH
6549,OH
6550,OH
6551,OH
6552,OH
6553,OH
6554,OH
6555,OH
6556,OH
6557,OH
6558,OH
6559,OH
6560,OH
6561,OH
6562,OH
6563,OH
6564,OH
6565,OH
6566,OH
6567,OH
6568,OH
6569,OH
6570,OH
6571,OH
6572,OH
6573,OH
6574,OH
6575,OH
6576,OH
6577,OH
6578,OH
6579,OH
6580,OH
6581,OH
6582,OH
6583,OH
6584,OH
6585,OH
6586,OH
6587,OH
6588,OH
6589,OH
6590,OH
6591,OH
6592,OH
6593,OH
6594,OH
6595,OH
6596,OH
6597,OH
6598,OH
6599,OH
6600,OH
6601,OH
6602,OH
6603,OH
6604,OH
6605,OH
6606,OH
6607,OH
6608,OH
6609,OH
6610,OH
6611,OH
6612,OH
6613,OH
6614,OH
6615,OH
6616,OH
6617,OH
6618,OH
6619,OH
6620,OH
6621,OH
6622,OH
6623,OH
6624,OH
6625,OH
6626,OH
6627,OH
6628,OH
6629,OH
6630,OH
6631,OH
6632,OH
6633,OH
6634,OH
6635,OH
6636,OH
6637,OH
6638,OH
6639,OH
6640,OH
6641,OH
6642,OH
6643,OH
6644,OH
6645,OH
6646,OH
6647,OH
6648,OH
6649,OH
6650,OH
6651,OH
6652,OH
6653,OH
6654,OH
6655,OH
6656,OH
6657,OH
6658,OH
6659,OH
6660,OH
6661,OH
6662,OH
6663,OH
6664,OH
6665,OH
6666,OH
6667,OH
6668,OH
6669,OH
6670,OH
6671,OH
6672,OH
6673,OH
6674,OH
6675,OH
6676,OH
6677,OH
6678,OH
6679,OH
6680,OH
6681,OH
6682,OH
6683,OH
6684,OH
6685,OH
6686,OH
6687,OH
6688,OH
6689,OH
6690,OH
6691,OH
6692,OH
6693,OH
6694,OH
6695,OH
6696,OH
6697,OH
6698,OH
6699,OH
6700,OH
6701,OH
6702,OH
6703,OH
6704,OH
6705,OH
6706,OH
6707,OH
6708,OH
6709,OH
6710,OH
6711,OH
6712,OH
6713,OH
6714,OH
6715,OH
6716,IN
6717,OH
6718,IN
6719,OH
6720,IN
6721,IN
6722,OH
6723,OH
6724,OH
6725,OH
6726,OH
6727,OH
6728,OH
6729,OH
6730,IN
6731,IN
6732,OH
6733,OH
6734,OH
6735,OH
6736,OH
6737,OH
6738,OH
6739,OH
6740,OH
6741,OH
6742,OH
6743,OH
6744,OH
6745,OH
6746,OH
6747,OH
6748,OH
6749,OH
6750,OH
6751,OH
6752,OH
6753,OH
6754,OH
6755,OH
6756,OH
6757,OH
6758,OH
6759,OH
6760,OH
6761,OH
6762,OH
6763,OH
6764,OH
6765,OH
6766,OH
6767,OH
6768,OH
6769,OH
6770,OH
6771,OH
6772,OH
6773,OH
6774,OH
6775,IN
6776,OH
6777,IN
6778,OH
6779,IN
6780,IN
6781,OH
6782,OH
6783,OH
6784,OH
6785,OH
6786,OH
6787,OH
6788,OH
6789,OH
6790,IN
6791,IN
6792,IN
6793,IN
6794,IN
6795,IN
6796,IN
6797,IN
6798,IN
6799,IN
6800,IN
6801,IN
6802,IN
6803,IN
6804,IN
6805,IN
6806,IN
6807,IN
6808,IN
6809,IN
6810,IN
6811,IN
6812,IN
6813,IN
6814,IN
6815,IN
6816,IN
6817,IN
6818,IN
6819,IN
6820,IN
6821,IN
6822,IN
6823,IN
6824,IN
6825,IN
6826,IN
6827,IN
6828,IN
6829,IN
6830,IN
6831,IN
6832,IN
6833,IN
6834,IN
6835,IN
6836,IN
6837,IN
6838,IN
6839,IN
6840,IN
6841,IN
6842,IN
6843,IN
6844,IN
6845,IN
6846,IN
6847,IN
6848,IN
6849,IN
6850,IN
6851,IN
6852,IN
6853,IN
6854,IN
6855,IN
6856,IN
6857,IN
6858,IN
6859,IN
6860,IN
6861,IN
6862,IN
6863,IN
6864,IN
6865,IN
6866,IN
6867,IN
6868,IN
6869,IN
6870,IN
6871,IN
6872,IN
6873,IN
6874,IN
6875,IN
6876,IN
6877,IN
6878,IN
6879,IN
6880,IN
6881,IN
6882,IN
6883,IN
6884,IN
6885,IN
6886,IN
6887,IN
6888,IN
6889,IN
6890,IN
6891,IN
6892,IN
6893,IN
6894,IN
6895,IN
6896,IN
6897,IN
6898,IN
6899,IN
6900,IN
6901,IN
6902,IN
6903,IN
6904,IN
6905,IN
6906,IN
6907,IN
6908,IN
6909,IN
6910,IN
6911,IN
6912,IN
6913,IN
6914,IN
6915,IN
6916,IN
6917,IN
6918,IN
6919,IN
6920,IN
6921,IN
6922,IN
6923,IN
6924,IN
6925,IN
6926,IN
6927,IN
6928,IN
6929,IN
6930,IN
6931,IN
6932,IN
6933,IN
6934,IN
6935,IN
6936,IN
6937,IN
6938,IN
6939,IN
6940,IN
6941,IN
6942,IN
6943,IN
6944,IN
6945,IN
6946,IN
6947,IN
6948,IN
6949,IN
6950,IN
6951,IN
6952,IN
6953,IN
6954,IN
6955,IN
6956,IN
6957,IN
6958,IN
6959,IN
6960,IN
6961,IN
6962,IN
6963,IL
6964,IN
6965,IL
6966,IL
6967,IN
6968,IN
6969,IN
6970,IL
6971,IN
6972,IN
6973,IN
6974,IN
6975,IN
6976,IN
6977,IL
6978,IL
6979,IN
6980,IN
6981,IN
6982,IL
6983,IN
6984,IN
6985,IN
6986,IN
6987,IN
6988,IN
6989,IN
6990,IN
6991,IN
6992,IN
6993,IN
6994,IN
6995,IN
6996,IN
6997,IN
6998,IN
6999,IN
7000,IN
7001,IN
7002,IN
7003,IN
7004,IN
7005,IN
7006,IN
7007,IL
7008,IL
7009,IL
7010,IL
7011,IL
7012,IL
7013,IN
7014,IL
7015,IL
7016,IL
7017,IN
7018,IL
7019,IN
7020,IL
7021,IL
7022,IL
7023,IL
7024,IN
7025,IN
7026,IN
7027,IN
7028,IN
7029,IN
7030,IN
7031,IN
7032,IL
7033,IL
7034,IN
7035,IL
7036,IL
7037,IL
7038,IL
7039,IL
7040,MI
7041,IN
7042,IN
7043,IN
7044,MI
7045,IN
7046,IN
7047,IN
7048,MI
7049,IN
7050,IN
7051,IN
7052,IN
7053,IN
7054,IN
7055,IN
7056,MI
7057,IN
7058,IL
7059,IL
7060,IL
7061,IL
7062,IL
7063,IL
7064,IN
7065,IN
7066,IN
7067,IN
7068,IN
7069,IN
7070,IN
7071,IN
7072,IN
7073,IN
7074,IN
7075,IN
7076,IN
7077,IN
7078,IN
7079,IN
7080,MI
7081,MI
7082,MI
7083,IN
7084,MI
7085,MI
7086,IN
7087,MI
7088,IN
7089,IN
7090,IN
7091,IN
7092,IN
7093,IN
7094,IN
7095,IN
7096,IN
7097,MI
7098,MI
7099,MI
7100,MI
7101,MI
7102,IN
7103,IN
7104,IN
7105,IN
7106,IN
7107,IN
7108,IN
7109,IN
7110,IN
7111,IN
7112,IN
7113,IN
7114,IL
7115,IN
7116,IL
